id_registro,departamento,id_departamento,municipio,id_municipio,producto,id_producto,fecha,cantidad,precio,venta,estado,id_region,region,validacion,causa_modificacion
10035,La Guajira,5744,Manaure,5744010,NARANJITA,4,2024-04-21,8,600,4800,F,4,Region Caribe,valido,
10036,Huila,5741,La Plata,5741017,NARANJITA,4,2024-11-25,9,600,5400,F,3,Region Centro Sur,valido,
10037,Boyaca,5715,Umbita,5715119,COLOMBIANITA,1,2024-04-12,99,1200,118800,F,2,Region Centro Oriente,valido,
10038,Antioquia,5705,Angostura,5705008,MANZALOCA,2,2024-06-02,142,1000,142000,F,1,Region Eje Cafetero - Antioquia,valido,
10039,Norte de Santander,5754,Salazar,5754030,MANZALOCA,2,2024-03-14,32,1000,32000,F,2,Region Centro Oriente,valido,
10040,Cundinamarca,5725,Cogua,5725021,NARANJITA,4,2024-07-02,149,600,89400,F,2,Region Centro Oriente,valido,
10041,Cundinamarca,5725,Sopo,5725087,MANGOSON,3,2024-05-12,148,900,133200,F,2,Region Centro Oriente,valido,
10042,Boyaca,5715,Corrales,5715026,NARANJITA,4,2024-09-12,82,600,49200,F,2,Region Centro Oriente,valido,
10043,Valle del Cauca,5776,Bolivar,5776005,MANZALOCA,2,2024-11-11,9,1000,9000,F,6,Region Pacifico,valido,
10044,Santander,5768,Macaravita,5768050,MANGOSON,3,2024-03-04,92,900,82800,F,2,Region Centro Oriente,valido,
10045,Antioquia,5705,Sopetran,5705107,MANZALOCA,2,2024-03-06,7,1000,7000,F,1,Region Eje Cafetero - Antioquia,valido,
10046,Cundinamarca,5725,El Colegio,5725024,MANZALOCA,2,2024-02-03,25,1000,25000,F,2,Region Centro Oriente,valido,
10047,Huila,5741,Timana,5741035,COLOMBIANITA,1,2024-07-19,12,1200,14400,F,3,Region Centro Sur,valido,
10048,Cesar,5720,Manaure,5720016,MANZALOCA,2,2024-06-04,11,1000,11000,F,4,Region Caribe,valido,
10049,Santander,5768,Puerto Wilches,5768065,NARANJITA,4,2024-08-20,111,600,66600,F,2,Region Centro Oriente,valido,
10050,Cauca,5719,Caloto,5719008,MANGOSON,3,2024-12-04,151,900,135900,F,6,Region Pacifico,valido,
10051,Boyaca,5715,Oicata,5715060,COLOMBIANITA,1,2024-06-16,53,1200,63600,F,2,Region Centro Oriente,valido,
10052,Antioquia,5705,Segovia,5705105,NARANJITA,4,2024-06-20,57,600,34200,F,1,Region Eje Cafetero - Antioquia,valido,
10053,Cundinamarca,5725,San Antonio del Tequendama,5725076,NARANJITA,4,2024-10-05,123,600,73800,F,2,Region Centro Oriente,valido,
10054,Valle del Cauca,5776,El aguila,5776017,MANGOSON,3,2024-05-21,164,900,147600,F,6,Region Pacifico,valido,
10055,Antioquia,5705,Cañasgordas,5705031,COLOMBIANITA,1,2024-03-19,108,1200,129600,F,1,Region Eje Cafetero - Antioquia,valido,
10056,Bolivar,5713,Margarita,5713019,NARANJITA,4,2024-08-13,131,600,78600,F,4,Region Caribe,valido,
10057,Nariño,5752,Santacruz,5752059,NARANJITA,4,2024-02-21,47,600,28200,F,6,Region Pacifico,valido,
10058,Bolivar,5713,Arjona,5713004,MANZALOCA,2,2024-08-26,63,1000,63000,F,4,Region Caribe,valido,
10059,Tolima,5773,Purificacion,5773035,MANZALOCA,2,2024-08-13,12,1000,12000,F,3,Region Centro Sur,valido,
10060,Antioquia,5705,La Estrella,5705063,NARANJITA,4,2024-08-25,196,600,117600,F,1,Region Eje Cafetero - Antioquia,valido,
10061,Boyaca,5715,Nuevo Colon,5715059,COLOMBIANITA,1,2024-01-05,11,1200,13200,F,2,Region Centro Oriente,valido,
10062,Cundinamarca,5725,Choachi,5725019,COLOMBIANITA,1,2024-06-24,38,1200,45600,F,2,Region Centro Oriente,valido,
10063,Cundinamarca,5725,Anolaima,5725004,COLOMBIANITA,1,2024-08-19,6,1200,7200,F,2,Region Centro Oriente,valido,
10064,Boyaca,5715,Soata,5715093,COLOMBIANITA,1,2024-05-21,114,1200,136800,F,2,Region Centro Oriente,valido,
10065,Santander,5768,Bucaramanga,5768009,MANZALOCA,2,2024-01-11,164,1000,164000,F,2,Region Centro Oriente,valido,
10066,Santander,5768,Charala,5768016,COLOMBIANITA,1,2024-08-03,116,1200,139200,F,2,Region Centro Oriente,valido,
10067,Cesar,5720,Pailitas,5720017,COLOMBIANITA,1,2024-08-17,30,1200,36000,F,4,Region Caribe,valido,
10068,Boyaca,5715,Turmeque,5715116,NARANJITA,4,2024-04-13,176,600,105600,F,2,Region Centro Oriente,valido,
10069,Choco,5727,Medio Baudo,5727019,NARANJITA,4,2024-03-03,171,600,102600,F,6,Region Pacifico,valido,
10070,Cauca,5719,Corinto,5719009,MANGOSON,3,2024-05-19,122,900,109800,F,6,Region Pacifico,valido,
10071,Norte de Santander,5754,San Calixto,5754031,NARANJITA,4,2024-10-23,170,600,102000,F,2,Region Centro Oriente,valido,
10072,Antioquia,5705,Sopetran,5705107,MANZALOCA,2,2024-08-06,195,1000,195000,F,1,Region Eje Cafetero - Antioquia,valido,
10073,Guainia,5794,Morichal,5794006,COLOMBIANITA,1,2024-11-01,95,1200,114000,F,5,Region Llano,valido,
10074,Valle del Cauca,5776,Argelia,5776004,MANZALOCA,2,2024-09-17,40,1000,40000,F,6,Region Pacifico,valido,
10075,Cundinamarca,5725,Sasaima,5725081,NARANJITA,4,2024-06-27,53,600,31800,F,2,Region Centro Oriente,valido,
10076,Atlantico,5708,Tubara,5708022,COLOMBIANITA,1,2024-08-25,101,1200,121200,F,4,Region Caribe,valido,
10077,Guainia,5794,Pana Pana,5794007,COLOMBIANITA,1,2024-03-19,151,1200,181200,F,5,Region Llano,valido,
10078,Santander,5768,Paramo,5768060,COLOMBIANITA,1,2024-02-10,39,1200,46800,F,2,Region Centro Oriente,valido,
10079,Bolivar,5713,Santa Rosa,5713037,COLOMBIANITA,1,2024-07-26,74,1200,88800,F,4,Region Caribe,valido,
10080,Bogota D.C.,5711,Bogota D.C.,5711001,MANZALOCA,2,2024-02-14,6,1000,6000,F,2,Region Centro Oriente,valido,
10081,Santander,5768,El Playon,5768029,COLOMBIANITA,1,2024-12-16,156,1200,187200,F,2,Region Centro Oriente,valido,
10082,Valle del Cauca,5776,Guacari,5776020,NARANJITA,4,2024-10-12,131,600,78600,F,6,Region Pacifico,valido,
10083,Antioquia,5705,La Ceja,5705062,COLOMBIANITA,1,2024-11-20,181,1200,217200,F,1,Region Eje Cafetero - Antioquia,valido,
10084,Bolivar,5713,Villanueva,5713045,COLOMBIANITA,1,2024-09-26,77,1200,92400,F,4,Region Caribe,valido,
10085,Tolima,5773,Ataco,5773006,MANZALOCA,2,2024-10-09,27,1000,27000,F,3,Region Centro Sur,valido,
10086,Boyaca,5715,Rondon,5715076,COLOMBIANITA,1,2024-03-14,145,1200,174000,F,2,Region Centro Oriente,valido,
10087,Antioquia,5705,Guatape,5705055,MANZALOCA,2,2024-05-28,184,1000,184000,F,1,Region Eje Cafetero - Antioquia,valido,
10088,Putumayo,5786,Colon,5786001,COLOMBIANITA,1,2024-06-06,8,1200,9600,F,3,Region Centro Sur,valido,
10089,Tolima,5773,Coello,5773011,COLOMBIANITA,1,2024-11-20,12,1200,14400,F,3,Region Centro Sur,valido,
10090,Sucre,5770,La Union,5770010,NARANJITA,4,2024-01-04,191,600,114600,F,4,Region Caribe,valido,
10091,Huila,5741,Santa Maria,5741029,MANGOSON,3,2024-02-14,47,900,42300,F,3,Region Centro Sur,valido,
10092,La Guajira,5744,Riohacha,5744011,MANGOSON,3,2024-06-11,57,900,51300,F,4,Region Caribe,valido,
10093,Casanare,5785,Yopal,5785019,COLOMBIANITA,1,2024-08-09,75,1200,90000,F,5,Region Llano,valido,
10094,Huila,5741,Paicol,5741021,NARANJITA,4,2024-03-08,86,600,51600,F,3,Region Centro Sur,valido,
10095,Atlantico,5708,Santo Tomas,5708019,MANGOSON,3,2024-09-18,112,900,100800,F,4,Region Caribe,valido,
10096,Bolivar,5713,Tiquisio,5713042,NARANJITA,4,2024-01-09,92,600,55200,F,4,Region Caribe,valido,
10097,Cesar,5720,Astrea,5720003,NARANJITA,4,2024-01-14,199,600,119400,F,4,Region Caribe,valido,
10098,Santander,5768,Onzaga,5768057,MANGOSON,3,2024-07-08,111,900,99900,F,2,Region Centro Oriente,valido,
10099,Risaralda,5766,Apia,5766001,MANZALOCA,2,2024-09-16,186,1000,186000,F,1,Region Eje Cafetero - Antioquia,valido,
10100,Cundinamarca,5725,La Mesa,5725050,NARANJITA,4,2024-07-01,67,600,40200,F,2,Region Centro Oriente,valido,
10101,Nariño,5752,Contadero,5752011,MANGOSON,3,2024-02-17,30,900,27000,F,6,Region Pacifico,valido,
10102,Atlantico,5708,Manati,5708009,MANZALOCA,2,2024-05-27,166,1000,166000,F,4,Region Caribe,valido,
10103,Cundinamarca,5725,Sutatausa,5725092,COLOMBIANITA,1,2024-05-28,126,1200,151200,F,2,Region Centro Oriente,valido,
10104,Cundinamarca,5725,Villapinzon,5725110,NARANJITA,4,2024-07-11,161,600,96600,F,2,Region Centro Oriente,valido,
10105,Atlantico,5708,Santo Tomas,5708019,COLOMBIANITA,1,2024-05-01,138,1200,165600,F,4,Region Caribe,valido,
10106,Valle del Cauca,5776,El Cairo,5776014,MANGOSON,3,2024-12-07,34,900,30600,F,6,Region Pacifico,valido,
10107,Cundinamarca,5725,Jerusalen,5725047,NARANJITA,4,2024-05-12,57,600,34200,F,2,Region Centro Oriente,valido,
10108,Norte de Santander,5754,Abrego,5754001,MANGOSON,3,2024-01-11,136,900,122400,F,2,Region Centro Oriente,valido,
10109,Santander,5768,Villanueva,5768086,MANZALOCA,2,2024-08-26,44,1000,44000,F,2,Region Centro Oriente,valido,
10110,Antioquia,5705,Angostura,5705008,MANZALOCA,2,2024-03-23,194,1000,194000,F,1,Region Eje Cafetero - Antioquia,valido,
10111,Bolivar,5713,San Jacinto del Cauca,5713032,MANGOSON,3,2024-05-02,102,900,91800,F,4,Region Caribe,valido,
10112,Norte de Santander,5754,Santiago,5754033,MANGOSON,3,2024-05-20,114,900,102600,F,2,Region Centro Oriente,valido,
10113,Tolima,5773,Cunday,5773013,MANGOSON,3,2024-01-28,174,900,156600,F,3,Region Centro Sur,valido,
10114,Nariño,5752,Funes,5752022,COLOMBIANITA,1,2024-11-19,23,1200,27600,F,6,Region Pacifico,valido,
10115,Magdalena,5747,Nueva Granada,5747013,NARANJITA,4,2024-04-08,10,600,6000,F,4,Region Caribe,valido,
10116,Santander,5768,El Playon,5768029,MANZALOCA,2,2024-07-05,42,1000,42000,F,2,Region Centro Oriente,valido,
10117,Antioquia,5705,San Rafael,5705098,MANGOSON,3,2024-02-19,121,900,108900,F,1,Region Eje Cafetero - Antioquia,valido,
10118,Cundinamarca,5725,Sutatausa,5725092,MANZALOCA,2,2024-02-24,69,1000,69000,F,2,Region Centro Oriente,valido,
10119,Tolima,5773,Villahermosa,5773046,COLOMBIANITA,1,2024-05-23,34,1200,40800,F,3,Region Centro Sur,valido,
10120,Risaralda,5766,Marsella,5766008,MANGOSON,3,2024-05-15,192,900,172800,F,1,Region Eje Cafetero - Antioquia,valido,
10121,Boyaca,5715,Cuitiva,5715030,COLOMBIANITA,1,2024-01-21,171,1200,205200,F,2,Region Centro Oriente,valido,
10122,Antioquia,5705,Valparaiso,5705117,COLOMBIANITA,1,2024-08-07,133,1200,159600,F,1,Region Eje Cafetero - Antioquia,valido,
10123,Nariño,5752,Linares,5752035,NARANJITA,4,2024-08-14,57,600,34200,F,6,Region Pacifico,valido,
10124,Santander,5768,Ocamonte,5768055,MANGOSON,3,2024-08-16,193,900,173700,F,2,Region Centro Oriente,valido,
10125,Nariño,5752,La Florida,5752030,NARANJITA,4,2024-05-08,173,600,103800,F,6,Region Pacifico,valido,
10126,Boyaca,5715,Iza,5715043,COLOMBIANITA,1,2024-05-17,100,1200,120000,F,2,Region Centro Oriente,valido,
10127,Huila,5741,Iquira,5741014,MANZALOCA,2,2024-07-18,78,1000,78000,F,3,Region Centro Sur,valido,
10128,Cundinamarca,5725,Ubala,5725102,MANZALOCA,2,2024-05-13,195,1000,195000,F,2,Region Centro Oriente,valido,
10129,Boyaca,5715,Oicata,5715060,COLOMBIANITA,1,2024-06-07,182,1200,218400,F,2,Region Centro Oriente,valido,
10130,Arauca,5781,Arauquita,5781002,MANGOSON,3,2024-02-25,178,900,160200,F,5,Region Llano,valido,
10131,Huila,5741,Tello,5741032,COLOMBIANITA,1,2024-03-27,73,1200,87600,F,3,Region Centro Sur,valido,
10132,Antioquia,5705,Anori,5705009,COLOMBIANITA,1,2024-11-16,152,1200,182400,F,1,Region Eje Cafetero - Antioquia,valido,
10133,Cesar,5720,Aguachica,5720001,MANZALOCA,2,2024-01-07,146,1000,146000,F,4,Region Caribe,valido,
10134,Valle del Cauca,5776,San Pedro,5776032,MANGOSON,3,2024-02-18,142,900,127800,F,6,Region Pacifico,valido,
10135,Nariño,5752,Cumbitara,5752015,MANGOSON,3,2024-09-20,71,900,63900,F,6,Region Pacifico,valido,
10136,Norte de Santander,5754,Cucuta,5754010,MANZALOCA,2,2024-05-15,49,1000,49000,F,2,Region Centro Oriente,valido,
10137,Antioquia,5705,El Bagre,5705042,MANZALOCA,2,2024-04-02,93,1000,93000,F,1,Region Eje Cafetero - Antioquia,valido,
10138,Vichada,5799,Puerto Carreño,5799003,MANZALOCA,2,2024-07-14,197,1000,197000,F,5,Region Llano,valido,
10139,Norte de Santander,5754,La Playa,5754020,MANGOSON,3,2024-03-25,125,900,112500,F,2,Region Centro Oriente,valido,
10140,Huila,5741,San Agustin,5741028,MANZALOCA,2,2024-08-05,188,1000,188000,F,3,Region Centro Sur,valido,
10141,Magdalena,5747,Zona Bananera,5747030,MANGOSON,3,2024-12-12,157,900,141300,F,4,Region Caribe,valido,
10142,Valle del Cauca,5776,Guadalajara de Buga,5776021,COLOMBIANITA,1,2024-09-04,136,1200,163200,F,6,Region Pacifico,valido,
10143,Boyaca,5715,Coper,5715025,MANGOSON,3,2024-05-14,21,900,18900,F,2,Region Centro Oriente,valido,
10144,Risaralda,5766,La Celia,5766006,COLOMBIANITA,1,2024-05-14,14,1200,16800,F,1,Region Eje Cafetero - Antioquia,valido,
10145,Santander,5768,Piedecuesta,5768061,MANZALOCA,2,2024-09-18,165,1000,165000,F,2,Region Centro Oriente,valido,
10146,Cauca,5719,Cajibio,5719006,MANGOSON,3,2024-04-13,161,900,144900,F,6,Region Pacifico,valido,
10147,Cundinamarca,5725,Ubala,5725102,MANZALOCA,2,2024-12-08,56,1000,56000,F,2,Region Centro Oriente,valido,
10148,Huila,5741,Colombia,5741008,COLOMBIANITA,1,2024-12-25,115,1200,138000,F,3,Region Centro Sur,valido,
10149,Guainia,5794,Morichal,5794006,COLOMBIANITA,1,2024-10-05,120,1200,144000,F,5,Region Llano,valido,
10150,Cesar,5720,Chiriguana,5720007,COLOMBIANITA,1,2024-03-08,199,1200,238800,F,4,Region Caribe,valido,
10151,Cauca,5719,Jambalo,5719015,NARANJITA,4,2024-11-02,143,600,85800,F,6,Region Pacifico,valido,
10152,Cundinamarca,5725,Chaguani,5725016,NARANJITA,4,2024-02-01,5,600,3000,F,2,Region Centro Oriente,valido,
10153,Amazonas,5791,Puerto Santander,5791010,MANGOSON,3,2024-08-18,32,900,28800,F,3,Region Centro Sur,valido,
10154,Santander,5768,Concepcion,5768021,NARANJITA,4,2024-08-21,181,600,108600,F,2,Region Centro Oriente,valido,
10155,Vaupes,5797,Papunahua,5797004,COLOMBIANITA,1,2024-10-08,78,1200,93600,F,3,Region Centro Sur,valido,
10156,Sucre,5770,Los Palmitos,5770011,MANGOSON,3,2024-08-22,99,900,89100,F,4,Region Caribe,valido,
10157,Choco,5727,San Jose del Palmar,5727027,COLOMBIANITA,1,2024-01-08,112,1200,134400,F,6,Region Pacifico,valido,
10158,Boyaca,5715,La Uvita,5715047,MANZALOCA,2,2024-12-14,158,1000,158000,F,2,Region Centro Oriente,valido,
10159,Sucre,5770,San Pedro,5770022,MANZALOCA,2,2024-11-02,11,1000,11000,F,4,Region Caribe,valido,
10160,Santander,5768,Santa Barbara,5768075,MANGOSON,3,2024-05-26,79,900,71100,F,2,Region Centro Oriente,valido,
10161,Valle del Cauca,5776,Argelia,5776004,COLOMBIANITA,1,2024-04-28,6,1200,7200,F,6,Region Pacifico,valido,
10162,Casanare,5785,Mani,5785005,NARANJITA,4,2024-02-20,186,600,111600,F,5,Region Llano,valido,
10163,Cauca,5719,Argelia,5719002,COLOMBIANITA,1,2024-09-09,112,1200,134400,F,6,Region Pacifico,valido,
10164,Tolima,5773,Valle de San Juan,5773044,NARANJITA,4,2024-04-20,121,600,72600,F,3,Region Centro Sur,valido,
10165,Atlantico,5708,Puerto Colombia,5708014,MANZALOCA,2,2024-10-11,168,1000,168000,F,4,Region Caribe,valido,
10166,Cordoba,5723,Purisima,5723020,MANGOSON,3,2024-10-27,130,900,117000,F,4,Region Caribe,valido,
10167,La Guajira,5744,Uribia,5744013,COLOMBIANITA,1,2024-05-02,36,1200,43200,F,4,Region Caribe,valido,
10168,Magdalena,5747,Fundacion,5747011,NARANJITA,4,2024-02-09,188,600,112800,F,4,Region Caribe,valido,
10169,Nariño,5752,El Tablon de Gomez,5752019,MANGOSON,3,2024-11-16,169,900,152100,F,6,Region Pacifico,valido,
10170,Casanare,5785,Monterrey,5785006,NARANJITA,4,2024-09-10,58,600,34800,F,5,Region Llano,valido,
10171,Antioquia,5705,Cisneros,5705033,NARANJITA,4,2024-05-20,94,600,56400,F,1,Region Eje Cafetero - Antioquia,valido,
10172,Boyaca,5715,Sutamarchan,5715102,MANGOSON,3,2024-08-21,153,900,137700,F,2,Region Centro Oriente,valido,
10173,Sucre,5770,Coveñas,5770006,NARANJITA,4,2024-04-09,94,600,56400,F,4,Region Caribe,valido,
10174,Choco,5727,Bagado,5727004,MANZALOCA,2,2024-09-20,81,1000,81000,F,6,Region Pacifico,valido,
10175,Norte de Santander,5754,Chitaga,5754008,MANZALOCA,2,2024-06-14,99,1000,99000,F,2,Region Centro Oriente,valido,
10176,La Guajira,5744,La Jagua del Pilar,5744008,NARANJITA,4,2024-09-13,86,600,51600,F,4,Region Caribe,valido,
10177,Norte de Santander,5754,Bochalema,5754003,MANGOSON,3,2024-07-06,187,900,168300,F,2,Region Centro Oriente,valido,
10178,Boyaca,5715,El Espino,5715033,NARANJITA,4,2024-08-21,140,600,84000,F,2,Region Centro Oriente,valido,
10179,Cundinamarca,5725,Soacha,5725086,NARANJITA,4,2024-04-05,197,600,118200,F,2,Region Centro Oriente,valido,
10180,Antioquia,5705,Jardin,5705060,MANGOSON,3,2024-11-24,136,900,122400,F,1,Region Eje Cafetero - Antioquia,valido,
10181,Santander,5768,San Andres,5768068,MANZALOCA,2,2024-09-25,132,1000,132000,F,2,Region Centro Oriente,valido,
10182,Cundinamarca,5725,Medina,5725058,NARANJITA,4,2024-05-15,88,600,52800,F,2,Region Centro Oriente,valido,
10183,Boyaca,5715,Berbeo,5715005,MANZALOCA,2,2024-06-01,89,1000,89000,F,2,Region Centro Oriente,valido,
10184,Santander,5768,San Benito,5768069,MANZALOCA,2,2024-03-04,96,1000,96000,F,2,Region Centro Oriente,valido,
10185,Putumayo,5786,Orito,5786004,MANZALOCA,2,2024-01-01,33,1000,33000,F,3,Region Centro Sur,valido,
10186,Tolima,5773,Murillo,5773028,NARANJITA,4,2024-11-26,34,600,20400,F,3,Region Centro Sur,valido,
10187,Atlantico,5708,Malambo,5708008,MANZALOCA,2,2024-05-09,45,1000,45000,F,4,Region Caribe,valido,
10188,Amazonas,5791,Leticia,5791005,MANGOSON,3,2024-04-23,111,900,99900,F,3,Region Centro Sur,valido,
10189,Norte de Santander,5754,Villa Caro,5754039,MANGOSON,3,2024-02-15,34,900,30600,F,2,Region Centro Oriente,valido,
10190,Cundinamarca,5725,Gama,5725036,COLOMBIANITA,1,2024-03-17,163,1200,195600,F,2,Region Centro Oriente,valido,
10191,Antioquia,5705,Venecia,5705119,COLOMBIANITA,1,2024-12-08,191,1200,229200,F,1,Region Eje Cafetero - Antioquia,valido,
10192,Sucre,5770,La Union,5770010,COLOMBIANITA,1,2024-09-27,67,1200,80400,F,4,Region Caribe,valido,
10193,Boyaca,5715,Oicata,5715060,MANZALOCA,2,2024-04-28,32,1000,32000,F,2,Region Centro Oriente,valido,
10194,Antioquia,5705,Apartado,5705011,COLOMBIANITA,1,2024-03-23,140,1200,168000,F,1,Region Eje Cafetero - Antioquia,valido,
10195,Antioquia,5705,Anori,5705009,MANGOSON,3,2024-10-10,27,900,24300,F,1,Region Eje Cafetero - Antioquia,valido,
10196,Cauca,5719,Florencia,5719011,MANGOSON,3,2024-08-17,74,900,66600,F,6,Region Pacifico,valido,
10197,Santander,5768,Landazuri,5768047,NARANJITA,4,2024-03-02,61,600,36600,F,2,Region Centro Oriente,valido,
10198,Cundinamarca,5725,Chipaque,5725018,MANGOSON,3,2024-08-17,196,900,176400,F,2,Region Centro Oriente,valido,
10199,Caldas,5717,Palestina,5717017,COLOMBIANITA,1,2024-05-28,72,1200,86400,F,1,Region Eje Cafetero - Antioquia,valido,
10200,Casanare,5785,Trinidad,5785017,COLOMBIANITA,1,2024-03-13,101,1200,121200,F,5,Region Llano,valido,
10201,Nariño,5752,Guachucal,5752023,MANZALOCA,2,2024-05-25,76,1000,76000,F,6,Region Pacifico,valido,
10202,Boyaca,5715,Zetaquira,5715123,COLOMBIANITA,1,2024-01-22,112,1200,134400,F,2,Region Centro Oriente,valido,
10203,Bolivar,5713,Cordoba,5713012,COLOMBIANITA,1,2024-04-03,174,1200,208800,F,4,Region Caribe,valido,
10204,Choco,5727,Riosucio,5727026,COLOMBIANITA,1,2024-10-13,137,1200,164400,F,6,Region Pacifico,valido,
10205,Cundinamarca,5725,Nariño,5725060,COLOMBIANITA,1,2024-07-16,126,1200,151200,F,2,Region Centro Oriente,valido,
10206,Casanare,5785,Tauramena,5785016,MANZALOCA,2,2024-10-18,69,1000,69000,F,5,Region Llano,valido,
10207,Cundinamarca,5725,Ubaque,5725103,MANGOSON,3,2024-08-08,37,900,33300,F,2,Region Centro Oriente,valido,
10208,Santander,5768,Tona,5768082,MANGOSON,3,2024-10-01,63,900,56700,F,2,Region Centro Oriente,valido,
10209,Antioquia,5705,El Bagre,5705042,COLOMBIANITA,1,2024-01-21,160,1200,192000,F,1,Region Eje Cafetero - Antioquia,valido,
10210,Santander,5768,San Benito,5768069,MANGOSON,3,2024-10-17,70,900,63000,F,2,Region Centro Oriente,valido,
10211,Cundinamarca,5725,Nilo,5725062,MANZALOCA,2,2024-12-03,137,1000,137000,F,2,Region Centro Oriente,valido,
10212,Cauca,5719,Totoro,5719041,COLOMBIANITA,1,2024-07-18,199,1200,238800,F,6,Region Pacifico,valido,
10213,Atlantico,5708,Baranoa,5708001,NARANJITA,4,2024-11-18,195,600,117000,F,4,Region Caribe,valido,
10214,Antioquia,5705,Cañasgordas,5705031,COLOMBIANITA,1,2024-01-15,51,1200,61200,F,1,Region Eje Cafetero - Antioquia,valido,
10215,Cauca,5719,Piamonte,5719025,MANGOSON,3,2024-09-28,59,900,53100,F,6,Region Pacifico,valido,
