id_registro,id_departamento,id_municipio,id_producto,fecha,cantidad,estado,id_region,validacion,causa_modificacion
10146,5719,5719006,3,2024-04-13,161,F,6,valido,
10147,5725,5725102,2,2024-12-08,56,F,2,valido,
10148,5741,5741008,1,2024-12-25,115,F,3,valido,
10149,5794,5794006,1,2024-10-05,120,F,5,valido,
10150,5720,5720007,1,2024-03-08,199,F,4,valido,
10151,5719,5719015,4,2024-11-02,143,F,6,valido,
10152,5725,5725016,4,2024-02-01,5,F,2,valido,
10153,5791,5791010,3,2024-08-18,32,F,3,valido,
10154,5768,5768021,4,2024-08-21,181,F,2,valido,
10155,5797,5797004,1,2024-10-08,78,F,3,valido,
10156,5770,5770011,3,2024-08-22,99,F,4,valido,
10157,5727,5727027,1,2024-01-08,112,F,6,valido,
10158,5715,5715047,2,2024-12-14,158,F,2,valido,
10159,5770,5770022,2,2024-11-02,11,F,4,valido,
10160,5768,5768075,3,2024-05-26,79,F,2,valido,
10161,5776,5776004,1,2024-04-28,6,F,6,valido,
10162,5785,5785005,4,2024-02-20,186,F,5,valido,
10163,5719,5719002,1,2024-09-09,112,F,6,valido,
10164,5773,5773044,4,2024-04-20,121,F,3,valido,
10165,5708,5708014,2,2024-10-11,168,F,4,valido,
10166,5723,5723020,3,2024-10-27,130,F,4,valido,
10167,5744,5744013,1,2024-05-02,36,F,4,valido,
10168,5747,5747011,4,2024-02-09,188,F,4,valido,
10169,5752,5752019,3,2024-11-16,169,F,6,valido,
10170,5785,5785006,4,2024-09-10,58,F,5,valido,
10171,5705,5705033,4,2024-05-20,94,F,1,valido,
10172,5715,5715102,3,2024-08-21,153,F,2,valido,
10173,5770,5770006,4,2024-04-09,94,F,4,valido,
10174,5727,5727004,2,2024-09-20,81,F,6,valido,
10175,5754,5754008,2,2024-06-14,99,F,2,valido,
10176,5744,5744008,4,2024-09-13,86,F,4,valido,
10177,5754,5754003,3,2024-07-06,187,F,2,valido,
10178,5715,5715033,4,2024-08-21,140,F,2,valido,
10179,5725,5725086,4,2024-04-05,197,F,2,valido,
10180,5705,5705060,3,2024-11-24,136,F,1,valido,
10181,5768,5768068,2,2024-09-25,132,F,2,valido,
10182,5725,5725058,4,2024-05-15,88,F,2,valido,
10183,5715,5715005,2,2024-06-01,89,F,2,valido,
10184,5768,5768069,2,2024-03-04,96,F,2,valido,
10185,5786,5786004,2,2024-01-01,33,F,3,valido,
10186,5773,5773028,4,2024-11-26,34,F,3,valido,
10187,5708,5708008,2,2024-05-09,45,F,4,valido,
10188,5791,5791005,3,2024-04-23,111,F,3,valido,
10189,5754,5754039,3,2024-02-15,34,F,2,valido,
10190,5725,5725036,1,2024-03-17,163,F,2,valido,
10191,5705,5705119,1,2024-12-08,191,F,1,valido,
10192,5770,5770010,1,2024-09-27,67,F,4,valido,
10193,5715,5715060,2,2024-04-28,32,F,2,valido,
10194,5705,5705011,1,2024-03-23,140,F,1,valido,
10195,5705,5705009,3,2024-10-10,27,F,1,valido,
10196,5719,5719011,3,2024-08-17,74,F,6,valido,
10197,5768,5768047,4,2024-03-02,61,F,2,valido,
10198,5725,5725018,3,2024-08-17,196,F,2,valido,
10199,5717,5717017,1,2024-05-28,72,F,1,valido,
10200,5785,5785017,1,2024-03-13,101,F,5,valido,
10201,5752,5752023,2,2024-05-25,76,F,6,valido,
10202,5715,5715123,1,2024-01-22,112,F,2,valido,
10203,5713,5713012,1,2024-04-03,174,F,4,valido,
10204,5727,5727026,1,2024-10-13,137,F,6,valido,
10205,5725,5725060,1,2024-07-16,126,F,2,valido,
10206,5785,5785016,2,2024-10-18,69,F,5,valido,
10207,5725,5725103,3,2024-08-08,37,F,2,valido,
10208,5768,5768082,3,2024-10-01,63,F,2,valido,
10209,5705,5705042,1,2024-01-21,160,F,1,valido,
10210,5768,5768069,3,2024-10-17,70,F,2,valido,
10211,5725,5725062,2,2024-12-03,137,F,2,valido,
10212,5719,5719041,1,2024-07-18,199,F,6,valido,
10213,5708,5708001,4,2024-11-18,195,F,4,valido,
10214,5705,5705031,1,2024-01-15,51,F,1,valido,
10215,5719,5719025,3,2024-09-28,59,F,6,valido,
10216,5713,5713007,2,2024-07-17,142,F,4,valido,
10217,5717,5717004,3,2024-04-16,199,F,1,valido,
10218,5770,5770026,3,2024-03-20,143,F,4,valido,
10219,5715,5715122,2,2024-07-24,17,F,2,valido,
10220,5713,5713001,3,2024-01-02,75,F,4,valido,
10221,5719,5719031,1,2024-10-02,169,F,6,valido,
10222,5754,5754016,1,2024-02-17,118,F,2,valido,
10223,5781,5781001,3,2024-10-18,106,F,5,valido,
10224,5718,5718010,4,2024-05-24,184,F,3,valido,
10225,5725,5725005,2,2024-03-26,136,F,2,modificado,B: cantidad 0 -> 136. Municipal average 136.000000 from 7 positive quantities; rounded to unit.
10226,5752,5752001,2,2024-05-06,29,F,6,valido,
10227,5770,5770009,3,2024-06-20,13,F,4,valido,
10228,5773,5773002,4,2024-12-01,30,F,3,valido,
10229,5725,5725083,2,2024-01-18,146,F,2,valido,
10230,5723,5723019,2,2024-03-19,168,F,4,valido,
10231,5715,5715045,4,2024-08-11,75,F,2,valido,
10232,5768,5768032,3,2024-11-02,78,F,2,valido,
10233,5713,5713044,3,2024-12-07,185,F,4,valido,
10234,5768,5768012,3,2024-12-10,179,F,2,valido,
10235,5705,5705095,1,2024-11-28,143,F,1,valido,
10236,5776,5776023,4,2024-08-09,71,F,6,valido,
10237,5727,5727018,1,2024-11-19,161,F,6,valido,
10238,5715,5715016,1,2024-03-15,135,F,2,valido,
10239,5747,5747006,4,2024-02-10,188,F,4,valido,
10240,5741,5741002,4,2024-04-02,127,F,3,valido,
10241,5719,5719009,2,2024-04-24,54,F,6,valido,
10242,5763,5763008,4,2024-11-26,33,F,1,valido,
10243,5747,5747010,4,2024-12-20,179,F,4,valido,
10244,5768,5768003,1,2024-01-14,75,F,2,valido,
10245,5750,5750003,3,2024-08-14,115,F,5,valido,
10246,5773,5773017,2,2024-11-10,124,F,3,valido,
10247,5754,5754002,3,2024-09-16,197,F,2,valido,
10248,5747,5747024,3,2024-04-28,149,F,4,valido,
10249,5713,5713017,3,2024-03-22,155,F,4,valido,
10250,5768,5768019,2,2024-08-07,108,F,2,valido,
10251,5719,5719032,4,2024-01-10,144,F,6,valido,
10252,5750,5750002,4,2024-01-07,115,F,5,valido,
10253,5720,5720025,1,2024-03-26,20,F,4,valido,
10254,5741,5741005,3,2024-11-13,186,F,3,valido,
10255,5715,5715005,1,2024-04-13,136,F,2,valido,
10256,5768,5768024,2,2024-08-23,159,F,2,valido,
10257,5785,5785005,2,2024-09-14,187,F,5,valido,
10258,5705,5705112,2,2024-06-04,36,F,1,valido,
10259,5766,5766010,1,2024-10-23,170,F,1,valido,
10260,5717,5717025,3,2024-10-11,157,F,1,valido,
10261,5715,5715012,3,2024-12-03,80,F,2,valido,
10262,5725,5725056,3,2024-11-13,143,F,2,valido,
10263,5768,5768027,3,2024-12-04,183,F,2,valido,
10264,5708,5708002,1,2024-12-15,195,F,4,valido,
10265,5723,5723006,3,2024-03-11,42,F,4,valido,
10266,5705,5705046,4,2024-09-20,181,F,1,valido,
10267,5741,5741017,4,2024-03-22,86,F,3,valido,
10268,5768,5768034,1,2024-04-20,96,F,2,valido,
10269,5715,5715033,3,2024-06-13,166,F,2,valido,
10270,5763,5763010,3,2024-03-07,44,F,1,valido,
10271,5708,5708006,4,2024-10-09,9,F,4,valido,
10272,5725,5725077,2,2024-07-02,54,F,2,valido,
10273,5715,5715081,3,2024-11-11,102,F,2,valido,
10274,5750,5750013,4,2024-02-17,63,F,5,valido,
10275,5705,5705102,3,2024-08-04,83,F,1,valido,
10276,5725,5725025,2,2024-09-23,122,F,2,valido,
10277,5773,5773004,1,2024-11-18,49,F,3,valido,
10278,5719,5719004,2,2024-10-17,51,F,6,valido,
10279,5715,5715078,2,2024-06-01,131,F,2,valido,
10280,5727,5727008,3,2024-04-04,197,F,6,valido,
10281,5718,5718008,2,2024-10-14,143,F,3,valido,
10282,5791,5791001,1,2024-01-12,72,F,3,valido,
10283,5713,5713010,4,2024-02-14,197,F,4,valido,
10284,5776,5776032,1,2024-02-01,40,F,6,valido,
10285,5725,5725090,2,2024-12-02,39,F,2,valido,
10286,5705,5705040,4,2024-03-01,79,F,1,valido,
10287,5768,5768022,3,2024-01-05,8,F,2,valido,
10288,5752,5752038,3,2024-03-20,156,F,6,valido,
10289,5770,5770001,2,2024-11-21,76,F,4,valido,
10290,5752,5752011,4,2024-06-22,76,F,6,valido,
10291,5705,5705087,3,2024-06-04,58,F,1,valido,
10292,5752,5752044,2,2024-08-05,120,F,6,valido,
10293,5705,5705014,3,2024-10-26,196,F,1,valido,
10294,5725,5725083,4,2024-09-26,180,F,2,valido,
10295,5773,5773034,2,2024-11-07,46,F,3,valido,
10296,5718,5718007,3,2024-02-10,144,F,3,valido,
10297,5705,5705124,3,2024-08-26,182,F,1,valido,
10298,5725,5725057,1,2024-10-20,54,F,2,valido,
10299,5725,5725074,3,2024-02-16,129,F,2,valido,
10300,5752,5752033,3,2024-05-22,154,F,6,valido,
10301,5741,5741010,1,2024-09-04,32,F,3,valido,
10302,5752,5752038,4,2024-05-09,126,F,6,valido,
10303,5768,5768014,1,2024-05-05,55,F,2,valido,
10304,5705,5705123,4,2024-03-12,156,F,1,valido,
10305,5715,5715073,1,2024-12-19,180,F,2,valido,
10306,5705,5705097,1,2024-08-08,87,F,1,valido,
10307,5725,5725099,4,2024-03-01,97,F,2,valido,
10308,5715,5715061,3,2024-12-11,123,F,2,valido,
10309,5773,5773007,3,2024-05-03,5,F,3,valido,
10310,5752,5752008,4,2024-09-24,45,F,6,valido,
10311,5718,5718016,4,2024-05-19,156,F,3,valido,
10312,5717,5717001,2,2024-07-18,102,F,1,valido,
10313,5708,5708009,2,2024-10-25,14,F,4,valido,
10314,5727,5727031,2,2024-08-02,33,F,6,valido,
10315,5725,5725008,2,2024-07-09,193,F,2,valido,
10316,5705,5705043,2,2024-09-28,98,F,1,valido,
10317,5715,5715075,3,2024-12-09,9,F,2,valido,
10318,5705,5705012,3,2024-10-24,192,F,1,valido,
10319,5781,5781007,1,2024-03-14,39,F,5,valido,
10320,5795,5795004,4,2024-10-03,109,F,5,valido,
10321,5754,5754007,4,2024-06-03,42,F,2,valido,
10322,5754,5754012,3,2024-03-13,54,F,2,valido,
10323,5754,5754030,4,2024-07-24,56,F,2,valido,
10324,5719,5719040,1,2024-06-18,98,F,6,valido,
10325,5718,5718006,1,2024-12-25,46,F,3,valido,
10326,5715,5715051,3,2024-06-21,105,F,2,modificado,D: id_departamento 0 -> 5715. Department obtained from the municipality catalog.
10327,5786,5786006,3,2024-09-27,68,F,3,valido,
10328,5717,5717018,4,2024-01-23,122,F,1,valido,
10329,5717,5717009,1,2024-03-20,39,F,1,valido,
10330,5705,5705049,2,2024-08-19,12,F,1,valido,
10331,5773,5773018,3,2024-03-15,7,F,3,valido,
10332,5773,5773034,1,2024-03-20,4,F,3,valido,
10333,5776,5776013,2,2024-04-19,144,F,6,valido,
10334,5747,5747011,4,2024-01-27,110,F,4,valido,
10335,5713,5713006,4,2024-12-20,14,F,4,valido,
10336,5713,5713025,4,2024-01-23,36,F,4,valido,
10337,5747,5747003,1,2024-11-10,15,F,4,valido,
10338,5727,5727024,2,2024-08-06,158,F,6,valido,
10339,5752,5752059,2,2024-10-13,149,F,6,valido,
10340,5773,5773040,1,2024-03-13,76,F,3,valido,
10341,5741,5741029,1,2024-05-19,35,F,3,valido,
10342,5715,5715007,4,2024-12-20,26,F,2,valido,
10343,5752,5752043,4,2024-03-22,41,F,6,valido,
10344,5797,5797001,2,2024-09-23,140,F,3,valido,
10345,5725,5725102,4,2024-05-05,16,F,2,valido,
10346,5786,5786003,3,2024-02-14,188,F,3,valido,
10347,5715,5715022,1,2024-07-16,50,F,2,valido,
10348,5794,5794007,2,2024-03-17,98,F,5,valido,
10349,5791,5791001,4,2024-09-15,157,F,3,valido,
10350,5725,5725053,1,2024-02-10,90,F,2,valido,
10351,5747,5747010,4,2024-06-25,89,F,4,valido,
10352,5717,5717015,3,2024-04-13,185,F,1,valido,
10353,5768,5768022,2,2024-10-02,162,F,2,valido,
10354,5768,5768014,1,2024-11-18,38,F,2,valido,
10355,5752,5752045,1,2024-09-10,164,F,6,valido,
10356,5741,5741036,4,2024-04-06,11,F,3,valido,
10357,5727,5727013,2,2024-08-02,161,F,6,valido,
10358,5725,5725044,1,2024-03-19,90,F,2,valido,
10359,5773,5773029,2,2024-04-24,67,F,3,valido,
10360,5754,5754017,4,2024-10-25,121,F,2,valido,
10361,5752,5752055,3,2024-02-20,60,F,6,valido,
10362,5768,5768006,3,2024-08-27,107,F,2,valido,
10363,5727,5727023,4,2024-12-21,103,F,6,valido,
10364,5773,5773006,4,2024-07-03,194,F,3,valido,
10365,5723,5723022,2,2024-05-28,21,F,4,valido,
10366,5715,5715061,2,2024-10-22,177,F,2,valido,
10367,5754,5754005,1,2024-04-15,163,F,2,valido,
10368,5773,5773002,3,2024-09-15,90,F,3,valido,
10369,5744,5744001,3,2024-04-13,164,F,4,valido,
10370,5768,5768014,4,2024-11-19,161,F,2,valido,
10371,5720,5720020,1,2024-08-09,171,F,4,valido,
10372,5705,5705009,3,2024-06-19,108,F,1,valido,
10373,5725,5725049,1,2024-08-17,31,F,2,valido,
10374,5776,5776017,3,2024-05-13,198,F,6,valido,
10375,5715,5715054,1,2024-08-03,185,F,2,valido,
10376,5752,5752064,2,2024-02-19,138,F,6,valido,
10377,5715,5715004,1,2024-05-28,184,F,2,valido,
10378,5719,5719015,3,2024-05-24,22,F,6,valido,
10379,5741,5741035,1,2024-09-10,27,F,3,valido,
10380,5713,5713025,4,2024-09-16,194,F,4,valido,
10381,5715,5715106,3,2024-07-09,100,F,2,valido,
10382,5744,5744014,3,2024-11-17,153,F,4,valido,
10383,5770,5770023,4,2024-10-16,55,F,4,valido,
10384,5723,5723025,1,2024-11-08,88,F,4,valido,
10385,5768,5768085,2,2024-08-15,196,F,2,valido,
10386,5719,5719005,1,2024-07-16,107,F,6,valido,
10387,5766,5766007,3,2024-01-02,94,F,1,valido,
10388,5715,5715043,1,2024-01-01,67,F,2,valido,
10389,5754,5754009,2,2024-01-03,39,F,2,valido,
10390,5725,5725103,2,2024-07-22,190,F,2,valido,
10391,5727,5727020,3,2024-09-26,141,F,6,valido,
10392,5725,5725093,3,2024-11-28,157,F,2,valido,
10393,5719,5719009,2,2024-08-03,160,F,6,valido,
10394,5705,5705101,4,2024-04-01,118,F,1,valido,
10395,5719,5719013,3,2024-09-27,68,F,6,valido,
10396,5725,5725046,1,2024-11-28,111,F,2,valido,
10397,5785,5785013,4,2024-01-21,16,F,5,valido,
10398,5715,5715014,3,2024-04-10,172,F,2,valido,
10399,5725,5725083,4,2024-07-27,184,F,2,valido,
10400,5723,5723007,1,2024-07-04,163,F,4,valido,
10401,5715,5715065,4,2024-12-24,135,F,2,valido,
10402,5725,5725102,2,2024-08-10,56,F,2,valido,
10403,5754,5754033,3,2024-10-12,86,F,2,valido,
10404,5713,5713021,1,2024-11-02,96,F,4,valido,
10405,5713,5713022,3,2024-11-28,50,F,4,valido,
10406,5752,5752058,1,2024-04-21,166,F,6,valido,
10407,5750,5750008,4,2024-01-17,41,F,5,valido,
10408,5717,5717007,3,2024-07-23,198,F,1,valido,
10409,5723,5723006,2,2024-10-02,188,F,4,valido,
10410,5725,5725067,3,2024-09-11,138,F,2,valido,
10411,5754,5754036,2,2024-10-25,27,F,2,valido,
10412,5713,5713024,1,2024-02-09,130,F,4,valido,
10413,5705,5705028,4,2024-11-03,21,F,1,valido,
10414,5705,5705058,1,2024-07-19,86,F,1,valido,
10415,5718,5718004,4,2024-05-07,4,F,3,valido,
10416,5705,5705024,4,2024-04-02,57,F,1,valido,
10417,5768,5768042,1,2024-03-11,119,F,2,valido,
10418,5717,5717007,3,2024-03-08,170,F,1,valido,
10419,5715,5715120,2,2024-11-26,177,F,2,valido,
10420,5752,5752053,3,2024-10-10,43,F,6,valido,
10421,5713,5713023,2,2024-11-27,180,F,4,valido,
10422,5768,5768022,2,2024-01-25,1,F,2,valido,
10423,5713,5713034,3,2024-12-03,150,F,4,valido,
10424,5799,5799002,2,2024-03-22,85,F,5,valido,
10425,5791,5791011,1,2024-08-28,68,F,3,valido,
10426,5717,5717025,3,2024-05-07,50,F,1,valido,
10427,5797,5797004,3,2024-03-12,167,F,3,valido,
10428,5752,5752040,1,2024-03-24,107,F,6,valido,
10429,5718,5718008,1,2024-06-18,84,F,3,valido,
10430,5713,5713027,2,2024-02-21,68,F,4,valido,
10431,5768,5768018,4,2024-09-23,24,F,2,valido,
10432,5768,5768066,4,2024-08-01,145,F,2,valido,
10433,5727,5727030,1,2024-07-11,90,F,6,valido,
10434,5715,5715084,1,2024-11-17,22,F,2,valido,
10435,5717,5717004,3,2024-12-22,126,F,1,valido,
10436,5754,5754031,3,2024-10-04,151,F,2,valido,
10437,5727,5727029,4,2024-05-12,100,F,6,valido,
10438,5715,5715068,4,2024-06-14,171,F,2,valido,
10439,5752,5752045,4,2024-06-07,136,F,6,valido,
10440,5725,5725063,2,2024-09-27,18,F,2,valido,
10441,5747,5747014,4,2024-12-15,168,F,4,valido,
10442,5713,5713031,4,2024-11-12,98,F,4,valido,
10443,5750,5750004,3,2024-08-27,163,F,5,valido,
10444,5725,5725049,4,2024-03-17,74,F,2,valido,
10445,5725,5725057,1,2024-01-02,105,F,2,valido,
10446,5708,5708004,4,2024-10-13,112,F,4,valido,
10447,5719,5719006,4,2024-05-24,42,F,6,valido,
10448,5717,5717027,3,2024-09-09,190,F,1,valido,
10449,5744,5744009,1,2024-12-19,55,F,4,valido,
10450,5705,5705003,2,2024-03-03,179,F,1,valido,
10451,5776,5776023,1,2024-11-02,167,F,6,valido,
10452,5754,5754016,3,2024-01-13,166,F,2,valido,
10453,5750,5750002,2,2024-09-05,175,F,5,valido,
10454,5727,5727004,1,2024-02-12,162,F,6,valido,
10455,5750,5750009,4,2024-04-24,122,F,5,valido,
10456,5727,5727003,4,2024-10-18,67,F,6,valido,
10457,5752,5752032,4,2024-10-05,116,F,6,valido,
10458,5725,5725114,3,2024-03-02,190,F,2,valido,
10459,5752,5752005,1,2024-08-07,199,F,6,valido,
10460,5713,5713017,1,2024-05-27,113,F,4,valido,
10461,5715,5715039,2,2024-02-05,179,F,2,valido,
10462,5715,5715031,4,2024-06-13,151,F,2,valido,
10463,5713,5713028,4,2024-03-16,25,F,4,valido,
10464,5785,5785013,4,2024-09-16,51,F,5,valido,
10465,5727,5727001,3,2024-10-04,62,F,6,valido,
10466,5725,5725056,1,2024-07-18,25,F,2,valido,
10467,5773,5773027,1,2024-10-01,118,F,3,valido,
10468,5705,5705120,4,2024-07-19,56,F,1,valido,
10469,5718,5718009,1,2024-06-28,189,F,3,valido,
10470,5705,5705044,4,2024-04-20,120,F,1,valido,
10471,5797,5797002,1,2024-08-06,23,F,3,valido,
10472,5719,5719029,3,2024-04-19,195,F,6,valido,
10473,5768,5768005,3,2024-04-09,134,F,2,valido,
10474,5741,5741018,2,2024-06-17,183,F,3,valido,
